algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,env_id,group,tier,step
ppo,29,40.0,-782.3324621885846,0.0,1.2254170735832304,-686.9154029684867,512.2746699405434,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,60.0,-801.0014600854527,0.0,1.1469107569091648,-481.6754154499777,368.5424279929187,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,80.0,-360.2221612552831,0.0,1.2097474161237187,-554.2200173345768,418.53011789029557,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,100.0,-360.88736898264244,0.0,1.2621167605175287,-453.998629522131,353.33220950072473,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,120.0,-423.91260602899126,0.0,1.1807976115896963,-508.52370245456007,387.7127534424974,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,140.0,-706.8959905083321,0.0,1.2084344685040378,-483.73058772097124,367.81178501597935,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,29,159.0,-408.4389003684658,0.0,1.2118469521037696,-370.43532960568496,286.2278086495463,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,0.0,-1047.5668348167978,0.0,1.1446900093360455,-867.623382156293,624.6181290329297,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,20.0,-746.7539993563331,0.0,1.1724491099134866,-729.9293934955914,566.0648029649849,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,40.0,-723.6293090324084,0.0,1.2071385851459127,-552.3289145792273,413.4034163437211,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,60.0,-652.4874826041506,0.0,1.1439137683514673,-466.7921859252489,360.7094945911352,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,80.0,-713.5830327970707,0.0,1.174011068220807,-658.9180374023342,494.74845065139,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,100.0,-639.7622102347536,0.0,1.1791175019907314,-590.2041060142693,440.65757234122657,0.0,nonlinear_very_strong,nonlinear,very_strong,
ppo,43,120.0,-852.5483897350136,0.0,1.1883004141363926,-596.6352166747774,436.0571027304519,0.0,nonlinear_very_strong,nonlinear,very_strong,
